AREA_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_STATUS_LABEL
United States,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Uruguay,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Uruguay,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Uzbekistan,Male,15 years old and over,Total,Total,Total,2024,26.55838034,A,Normal value
Uzbekistan,Female,15 years old and over,Total,Total,Total,2024,21.78423449,A,Normal value
"Venezuela, RB",Male,15 years old and over,Total,Total,Total,2024,49.18877789,A,Normal value
"Venezuela, RB",Female,15 years old and over,Total,Total,Total,2024,43.85484186,A,Normal value
Viet Nam,Male,15 years old and over,Total,Total,Total,2024,44.04623249,A,Normal value
Viet Nam,Female,15 years old and over,Total,Total,Total,2024,46.89367044,A,Normal value
West Bank and Gaza,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
West Bank and Gaza,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Zambia,Male,15 years old and over,Total,Total,Total,2024,33.35035935,A,Normal value
Zambia,Female,15 years old and over,Total,Total,Total,2024,30.56367856,A,Normal value
Zimbabwe,Male,15 years old and over,Total,Total,Total,2024,12.17023286,A,Normal value
Zimbabwe,Female,15 years old and over,Total,Total,Total,2024,8.347403469,A,Normal value
Albania,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Albania,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Algeria,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Algeria,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Argentina,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,50.70806237,A,Normal value
Argentina,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,33.68367605,A,Normal value
Armenia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,24.98111812,A,Normal value
Armenia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,12.10328091,A,Normal value
Australia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Australia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Austria,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Austria,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Azerbaijan,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,34.699978,A,Normal value
Azerbaijan,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,13.29189108,A,Normal value
Bahrain,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Bahrain,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Bangladesh,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Bangladesh,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Belgium,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Belgium,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Belize,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,19.8847889,A,Normal value
Belize,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,15.34475208,A,Normal value
Benin,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Benin,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Bolivia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,20.68325746,A,Normal value
Bolivia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,5.850180025,A,Normal value
Bosnia and Herzegovina,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,22.28047864,A,Normal value
Bosnia and Herzegovina,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,10.47730109,A,Normal value
Botswana,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,30.19804098,A,Normal value
Botswana,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,9.061388863,A,Normal value
Brazil,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,61.7775038,A,Normal value
Brazil,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,44.26962939,A,Normal value
Bulgaria,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,32.33270641,A,Normal value
Bulgaria,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,16.92309039,A,Normal value
Burkina Faso,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,19.70079922,A,Normal value
Burkina Faso,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,5.545605857,A,Normal value
Cambodia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,17.69704465,A,Normal value
Cambodia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,6.42694724,A,Normal value
Cameroon,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,22.74837329,A,Normal value
Cameroon,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,6.415031972,A,Normal value
Canada,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Canada,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Chad,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Chad,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Chile,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Chile,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
China,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,81.59982267,A,Normal value
China,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,63.31345377,A,Normal value
Colombia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,25.99929842,A,Normal value
Colombia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,8.381946278,A,Normal value
Comoros,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Comoros,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
"Congo, Dem. Rep.",Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
"Congo, Dem. Rep.",Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
"Congo, Rep.",Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
"Congo, Rep.",Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Costa Rica,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,43.95644899,A,Normal value
Costa Rica,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,23.6787475,A,Normal value
Cote d'Ivoire,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,29.71155034,A,Normal value
Cote d'Ivoire,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,19.42993852,A,Normal value
Croatia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,56.56547279,A,Normal value
Croatia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,42.69150149,A,Normal value
Cyprus,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Cyprus,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Czechia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Czechia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Denmark,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Denmark,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Dominican Republic,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,28.88079212,A,Normal value
Dominican Republic,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,7.383041814,A,Normal value
Ecuador,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,27.6785025,A,Normal value
Ecuador,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,7.472774297,A,Normal value
"Egypt, Arab Rep.",Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
"Egypt, Arab Rep.",Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
El Salvador,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
El Salvador,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Estonia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Estonia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Eswatini,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,44.0812214,A,Normal value
Eswatini,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,23.18019923,A,Normal value
Ethiopia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Ethiopia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Finland,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Finland,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
France,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
France,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Gabon,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,43.26179707,A,Normal value
Gabon,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,30.69559018,A,Normal value
"Gambia, The",Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
"Gambia, The",Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Georgia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,42.63880316,A,Normal value
Georgia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,21.11641602,A,Normal value
Germany,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Germany,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Ghana,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,17.43292241,A,Normal value
Ghana,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,10.14198895,A,Normal value
Greece,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Greece,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Guatemala,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Guatemala,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Guinea,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Guinea,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Honduras,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Honduras,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
"Hong Kong SAR, China",Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
"Hong Kong SAR, China",Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Hungary,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Hungary,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Iceland,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Iceland,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
India,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,21.05227771,A,Normal value
India,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,6.34712392,A,Normal value
Indonesia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,16.30618213,A,Normal value
Indonesia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,4.619488421,A,Normal value
"Iran, Islamic Rep.",Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,48.89491939,A,Normal value
"Iran, Islamic Rep.",Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,28.1951229,A,Normal value
Iraq,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Iraq,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Ireland,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Ireland,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Israel,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Israel,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Italy,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Italy,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Japan,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Japan,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Jordan,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,20.61156244,A,Normal value
Jordan,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,8.561169927,A,Normal value
Kazakhstan,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,54.85716673,A,Normal value
Kazakhstan,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,45.31827037,A,Normal value
Kenya,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,63.61656533,A,Normal value
Kenya,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,42.04548678,A,Normal value
"Korea, Rep.",Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
"Korea, Rep.",Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Kosovo,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Kosovo,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Kuwait,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Kuwait,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Kyrgyz Republic,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,40.71089055,A,Normal value
Kyrgyz Republic,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,27.36356959,A,Normal value
Lao PDR,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,16.81922521,A,Normal value
Lao PDR,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,1.570778348,A,Normal value
Latvia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Latvia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Lebanon,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Lebanon,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Liberia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Liberia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Libya,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,11.93413576,A,Normal value
Libya,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,8.757208481,A,Normal value
Lithuania,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Lithuania,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Madagascar,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Madagascar,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Malawi,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,15.50962897,A,Normal value
Malawi,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,4.343693708,A,Normal value
Malaysia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,50.11630723,A,Normal value
Malaysia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,17.60601279,A,Normal value
Mali,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Mali,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Malta,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Malta,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Mauritania,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,11.14721291,A,Normal value
Mauritania,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,8.625198619,A,Normal value
Mauritius,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,29.21665455,A,Normal value
Mauritius,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,14.16180163,A,Normal value
Mexico,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,22.49943598,A,Normal value
Mexico,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,9.675655886,A,Normal value
Moldova,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,29.23498283,A,Normal value
Moldova,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,14.14175588,A,Normal value
Mongolia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,59.11969261,A,Normal value
Mongolia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,49.88038172,A,Normal value
Montenegro,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,21.22820804,A,Normal value
Montenegro,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,15.21458363,A,Normal value
Morocco,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Morocco,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Mozambique,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,22.07730029,A,Normal value
Mozambique,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,4.421949556,A,Normal value
Namibia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,22.65370328,A,Normal value
Namibia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,9.192549246,A,Normal value
Nepal,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Nepal,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Netherlands,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Netherlands,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
New Zealand,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
New Zealand,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Nicaragua,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Nicaragua,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Niger,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Niger,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Nigeria,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,16.9801668,A,Normal value
Nigeria,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,8.257548897,A,Normal value
North Macedonia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,33.53949745,A,Normal value
North Macedonia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,18.04841835,A,Normal value
Norway,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Norway,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Oman,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,30.71472861,A,Normal value
Oman,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,23.55746849,A,Normal value
Pakistan,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Pakistan,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Panama,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,34.61813974,A,Normal value
Panama,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,12.06683473,A,Normal value
Paraguay,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,25.52310571,A,Normal value
Paraguay,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,8.249346527,A,Normal value
Peru,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,37.59445004,A,Normal value
Peru,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,13.32237667,A,Normal value
Philippines,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,22.36498827,A,Normal value
Philippines,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,3.313388275,A,Normal value
Poland,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,68.060075,A,Normal value
Poland,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,55.60859309,A,Normal value
Portugal,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Portugal,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Romania,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,39.74229929,A,Normal value
Romania,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,20.06508821,A,Normal value
Russian Federation,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Russian Federation,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Saudi Arabia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,56.89500562,A,Normal value
Saudi Arabia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,46.86212944,A,Normal value
Senegal,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,46.88444774,A,Normal value
Senegal,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,30.79021583,A,Normal value
Serbia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,45.23110199,A,Normal value
Serbia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,20.61104135,A,Normal value
Sierra Leone,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Sierra Leone,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Singapore,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Singapore,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Slovak Republic,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Slovak Republic,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Slovenia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Slovenia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
South Africa,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,25.1834142,A,Normal value
South Africa,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,12.68822752,A,Normal value
Spain,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Spain,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Sri Lanka,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,15.68379082,A,Normal value
Sri Lanka,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,5.870645364,A,Normal value
Sweden,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Sweden,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Switzerland,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Switzerland,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
"Taiwan, China",Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
"Taiwan, China",Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Tajikistan,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,26.28111152,A,Normal value
Tajikistan,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,14.28586377,A,Normal value
Tanzania,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,20.03762781,A,Normal value
Tanzania,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,7.110404461,A,Normal value
Thailand,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,50.39997194,A,Normal value
Thailand,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,24.49241456,A,Normal value
Togo,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,30.70088657,A,Normal value
Togo,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,12.74128383,A,Normal value
Trinidad and Tobago,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Trinidad and Tobago,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Tunisia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Tunisia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Turkiye,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,59.28364394,A,Normal value
Turkiye,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,39.6614898,A,Normal value
Uganda,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,30.26883176,A,Normal value
Uganda,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,20.31582861,A,Normal value
Ukraine,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,62.48357383,A,Normal value
Ukraine,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,48.6283199,A,Normal value
United Arab Emirates,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
United Arab Emirates,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
United Kingdom,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
United Kingdom,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
United States,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
United States,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Uruguay,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
Uruguay,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Uzbekistan,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,26.74230474,A,Normal value
Uzbekistan,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,20.11483387,A,Normal value
"Venezuela, RB",Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,57.30345707,A,Normal value
"Venezuela, RB",Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,30.34639791,A,Normal value
Viet Nam,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,60.13125622,A,Normal value
Viet Nam,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,23.52455029,A,Normal value
West Bank and Gaza,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,,O,Missing value
West Bank and Gaza,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,,O,Missing value
Zambia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,44.82847844,A,Normal value
